  disasm                           seq_num  
ldr r4, [r1, #0]                     3089
orr r3, r12, r3, LSL #8              3090
cmps r4, #0                          3091
sub r7, r0, #2                       3092
add r8, r5, #2                       3093
beq                                  3094
mov r0, #0                           3095
ldr2_uop r4,r5, [sp, #0]             3096
ldr2_uop r6,r7, [sp, #8]             3097
ldr2_uop r8,r36, [sp, #16]           3098
addi_uop sp, sp, #24                 3099
uopReg_uop pc, r36                   3100
bl                                   3101
mov r12, sp                          3102
ldr r3, [pc, #656]                   3103
str_uop r4, [sp, #44]                3104
str_uop r5, [sp, #40]                3105
str_uop r6, [sp, #36]                3106
str_uop r7, [sp, #32]                3107
str_uop r8, [sp, #28]                3108
str_uop r9, [sp, #24]                3109
str_uop r10, [sp, #20]               3110
str_uop fp, [sp, #16]                3111
str_uop r12, [sp, #12]               3112
str_uop lr, [sp, #8]                 3113
str_uop pc, [sp, #4]                 3114
subi_uop sp, sp, #44                 3115
ldr r2, [pc, #652]                   3116
sub fp, r12, #4                      3117
sub sp, sp, #20                      3118
ldr r9, [pc, #644]                   3119
ldr r1, [r3, #0]                     3120
str r0, [fp, #-48]                   3121
ldr r3, [pc, #636]                   3122
ldr r0, [r2, #0]                     3123
mov r2, r9                           3124
bl                                   3125
ldr r12, [pc, #28]                   3138
ldr r3, [pc, #28]                    3139
mov r1, #0                           3140
mov r0, r12                          3141
str r3, [r12, #0]                    3142
str r1, [r12, #4]                    3143
mov r3, #1                           3144
str r3, [r2, #0]                     3145
bx                                   3146
ldr r3, [pc, #624]                   3147
ldr r8, [pc, #624]                   3148
str r0, [r3, #0]                     3149
mov r0, #20                          3150
bl                                   3151
ldr r3, [pc, #832]                   3159
str_uop r4, [sp, #28]                3160
str_uop r5, [sp, #24]                3161
str_uop r6, [sp, #20]                3162
str_uop r7, [sp, #16]                3163
str_uop r8, [sp, #12]                3164
str_uop r10, [sp, #8]                3165
str_uop lr, [sp, #4]                 3166
subi_uop sp, sp, #28                 3167
mov r1, lr                           3168
ldr r4, [r3, #0]                     3169
sub sp, sp, #4                       3170
cmps r4, #0                          3171
mov r6, r0                           3172
beq                                  3173
blx                                  3174
ldr r3, [pc, #28]                    3295
str_uop r4, [sp, #8]                 3296
str_uop lr, [sp, #4]                 3297
subi_uop sp, sp, #8                  3298
mov r2, #0                           3299
str r2, [r3, #0]                     3300
mov r4, r0                           3301
bl                                   3302
str_uop r4, [sp, #24]                3311
str_uop r5, [sp, #20]                3312
str_uop r6, [sp, #16]                3313
str_uop r7, [sp, #12]                3314
str_uop r8, [sp, #8]                 3315
str_uop lr, [sp, #4]                 3316
subi_uop sp, sp, #24                 3317
ldr r8, [pc, #960]                   3318
ldr r3, [r8, #0]                     3319
cmps r3, #0                          3320
ldr2_uopge r4,r5, [sp, #0]           3321
ldr2_uopge r6,r7, [sp, #8]           3322
ldr2_uopge r8,r36, [sp, #16]         3323
addi_uopge sp, sp, #24               3324
uopReg_uopge pc, r36                 3325
ldr r4, [pc, #948]                   3442
mov r3, #131072                      3443
mov r2, #65536                       3444
str r3, [r4, #0]                     3445
str r3, [r4, #4]                     3446
str r3, [r4, #8]                     3447
str r2, [r4, #16]                    3448
mov r5, #0                           3449
str r5, [r8, #0]                     3450
bl                                   3451
ldr r3, [pc, #12]                    3461
ldr r0, [r3, #0]                     3462
cmps r0, #0                          3463
moveq r0, #4096                      3464
bx                                   3465
ldr r3, [pc, #912]                   3466
ldr r6, [pc, #912]                   3467
ldr r2, [pc, #912]                   3468
str r5, [r3, #0]                     3469
ldr r3, [pc, #908]                   3470
ldr r1, [pc, #908]                   3471
ldr r7, [pc, #908]                   3472
str r5, [r2, #0]                     3473
str r2, [r2, #1088]                  3474
str r0, [r4, #28]                    3475
ldr r1, [pc, r1]                     3476
str r3, [r6, #4]                     3477
ldr r3, [pc, #888]                   3478
bl                                   3479
mvn r0, #61440                       3491
sub pc, r0, #31                      3492
mrc r0, tpidruro                     3527
mov pc, lr                           3528
cmps r7, r5                          3529
str r3, [r6, #12]                    3530
str r2, [r0, r1]                     3531
ldrne r3, [r7, #0]                   3532
ldr r2, [pc, #868]                   3533
moveq r3, r7                         3534
ldr r0, [pc, #836]                   3535
str r2, [r6, #8]                     3536
str r3, [r6, #16]                    3537
mov r3, #1                           3538
str r3, [r6, #20]                    3539
bl                                   3540
str_uop r4, [sp, #16]                3556
str_uop r5, [sp, #12]                3557
